Original_Infix,Perturbed_Infix,Original_Prefix,Perturbed_Prefix,Original_Postfix,Perturbed_Postfix,Category,Original_Result,Perturbed_Result,Is_Equivalent_Infix,Is_Equivalent_Prefix,Is_Equivalent_Postfix,Is_Equivalent_Infix_Prefix,Is_Equivalent_Infix_Postfix,Is_Equivalent_Prefix_Postfix
( ( 689 - 960.35 ) * ( ( 628 + ( 210.85 + 38 ) ) + 72 ) ),( ( 689 - 960.35 ) * ( ( 628 + ( 210.85 + 38 ) ) + 72 ) ),* - 689 960.35 + + 628 + 210.85 38 72,* - 689 960.35 + + 628 + 210.85 38 72,689 960.35 - 628 210.85 38 + + 72 + *,689 960.35 - 628 210.85 38 + + 72 + *,Simple,-257470.45,-257470.45,True,True,True,True,True,True
( 118 / 686.32 - 686 / 69 / ( 59 * 106 ) ),( 118 / 686.32 * 686 / 69 / ( 59 - 106 ) ),- / 118 686.32 / 686 / 69 * 59 106,/ 118 * 686.32 / 686 / 69 - 59 106,118 686.32 / 686 69 / 59 106 * / -,118 686.32 / 686 * 69 / 59 106 - /,Simple,0.17,-0.04,False,False,False,False,False,False
787.28 / ( ( 67 + ( 844 + 76 ) ) / 992 - 695 ),787.28 / ( ( 67 + ( 844 + 76 ) ) / 992 - 695 ),/ 787.28 - / + 67 + 844 76 992 695,/ 787.28 - / + 67 + 844 76 992 695,787.28 67 844 76 + + 992 / 695 - /,787.28 67 844 76 + + 992 / 695 - /,Simple,-1.13,-1.13,True,True,True,True,True,True
( ( ( 840 - 806 ) ^ ( 359 / 573 ) ) ^ ( 576.19 / 320 ) ),( ( ( 840 - 806 ) ^ ( 359 / 573 ) ) ^ ( 576.19 / 320 ) ),^ ^ - 840 806 / 359 573 / 576.19 320,^ ^ - 840 806 / 359 573 / 576.19 320,840 806 - 359 573 / ^ 576.19 320 / ^,840 806 - 359 573 / ^ 576.19 320 / ^,Simple,53.42,53.42,True,True,True,True,True,True
343.29 + 964 / 157 - 876,343.29 + 964 / 157 - 876,+ 343.29 - / 964 157 876,+ 343.29 - / 964 157 876,343.29 964 157 / + 876 -,343.29 964 157 / + 876 -,Simple,-526.57,-526.57,True,True,True,True,True,True
( 377 + ( 263.12 - 190 ) ) / ( 99 + 484 ),( 377 + ( 263.12 + 190 ) ) / ( 99 - 484 ),/ + 377 - 263.12 190 + 99 484,/ + 377 + 263.12 190 - 99 484,377 263.12 190 - + 99 484 + /,377 263.12 190 + + 99 484 - /,Simple,0.77,-2.16,False,False,False,False,False,False
( ( 854 * 735 ) * ( 326 - 646 ) ),( ( 854 * 735 ) * ( 326 - 646 ) ),* * 854 735 - 326 646,* * 854 735 - 326 646,854 735 * 326 646 - *,854 735 * 326 646 - *,Simple,-200860800.0,-200860800.0,True,True,True,True,True,True
( 206 * 619 ) - 626,( 206 * 619 ) - 626,- * 206 619 626,- * 206 619 626,206 619 * 626 -,206 619 * 626 -,Simple,126888.0,126888.0,True,True,True,True,True,True
( 944.53 - ( 763 - 918 ) ),( 944.53 - ( 763 - 918 ) ),- 944.53 - 763 918,- 944.53 - 763 918,944.53 763 918 - -,944.53 763 918 - -,Simple,1099.53,1099.53,True,True,True,True,True,True
( 233 / ( 227 / 82 ) ),( 233 / ( 227 / 82 ) ),/ 233 / 227 82,/ 233 / 227 82,233 227 82 / /,233 227 82 / /,Simple,84.17,84.17,True,True,True,True,True,True
( 614 * 283 ) / 524,( 614 * 283 ) / 524,/ * 614 283 524,/ * 614 283 524,614 283 * 524 /,614 283 * 524 /,Simple,331.61,331.61,True,True,True,True,True,True
941 - ( 542 / 689.24 - 216.52 ),941 - ( 542 / 689.24 - 216.52 ),- 941 - / 542 689.24 216.52,- 941 - / 542 689.24 216.52,941 542 689.24 / 216.52 - -,941 542 689.24 / 216.52 - -,Simple,1156.73,1156.73,True,True,True,True,True,True
( 285.33 - ( ( 568 * 622 ) / ( 683 * ( 569.37 / 124 ) ) ) ),( 285.33 - ( ( 568 * 622 ) / ( 683 * ( 569.37 / 124 ) ) ) ),- 285.33 / * 568 622 * 683 / 569.37 124,- 285.33 / * 568 622 * 683 / 569.37 124,285.33 568 622 * 683 569.37 124 / * / -,285.33 568 622 * 683 569.37 124 / * / -,Simple,172.68,172.68,True,True,True,True,True,True
( 718 / ( 423 - 436.8 ) ),( 718 / ( 423 - 436.8 ) ),/ 718 - 423 436.8,/ 718 - 423 436.8,718 423 436.8 - /,718 423 436.8 - /,Simple,-52.03,-52.03,True,True,True,True,True,True
( 915 ^ ( 42 / 272.34 ) ),( 915 ^ ( 42 / 272.34 ) ),^ 915 / 42 272.34,^ 915 / 42 272.34,915 42 272.34 / ^,915 42 272.34 / ^,Simple,2.86,2.86,True,True,True,True,True,True
( 274 + 861.83 ) * ( 628 + 841.93 ),( 274 * 861.83 ) + ( 628 + 841.93 ),* + 274 861.83 + 628 841.93,+ * 274 861.83 + 628 841.93,274 861.83 + 628 841.93 + *,274 861.83 * 628 841.93 + +,Simple,1669590.59,237611.35,False,False,False,False,False,False
( ( ( 169 ^ ( 473 - 542.1 ) ) + 843 ) - 998.11 + 534 ),( ( ( 169 ^ ( 473 - 542.1 ) ) + 843 ) - 998.11 + 534 ),- + ^ 169 - 473 542.1 843 + 998.11 534,- + ^ 169 - 473 542.1 843 + 998.11 534,169 473 542.1 - ^ 843 + 998.11 - 534 +,169 473 542.1 - ^ 843 + 998.11 - 534 +,Simple,378.89,378.89,True,True,True,True,True,True
986.98 + ( 353.85 - 57.15 ) + 184,986.98 + ( 353.85 - 57.15 ) + 184,+ 986.98 + - 353.85 57.15 184,+ 986.98 + - 353.85 57.15 184,986.98 353.85 57.15 - + 184 +,986.98 353.85 57.15 - + 184 +,Simple,1467.68,1467.68,True,True,True,True,True,True
97 * ( 352 * 991 - 454 ),97 - ( 352 * 991 * 454 ),* 97 - * 352 991 454,- 97 * 352 * 991 454,97 352 991 * 454 - *,97 352 991 * 454 * -,Simple,33792666.0,-158369631.0,False,False,False,False,False,False
618 * 670 / 56 - 976,618 * 670 / 56 - 976,- * 618 / 670 56 976,- * 618 / 670 56 976,618 670 * 56 / 976 -,618 670 * 56 / 976 -,Simple,6417.93,6417.93,True,True,True,True,True,True
242.99 * 651 / 597,242.99 * 651 / 597,* 242.99 / 651 597,* 242.99 / 651 597,242.99 651 * 597 /,242.99 651 * 597 /,Simple,264.97,264.97,True,True,True,True,True,True
( 811 * 604 + 957.93 ),( 811 * 604 * 957.93 ),+ * 811 604 957.93,* 811 * 604 957.93,811 604 * 957.93 +,811 604 * 957.93 *,Simple,490801.93,469236262.92,False,False,False,False,False,False
( 667 / 557 * 288 ) ^ ( 485 / 529.60 ),( 667 / 557 * 288 ) ^ ( 485 / 529.60 ),^ / 667 * 557 288 / 485 529.60,^ / 667 * 557 288 / 485 529.60,667 557 / 288 * 485 529.60 / ^,667 557 / 288 * 485 529.60 / ^,Simple,210.84,210.84,True,True,True,True,True,True
627.47 + 631 * 959,627.47 + 631 * 959,+ 627.47 * 631 959,+ 627.47 * 631 959,627.47 631 959 * +,627.47 631 959 * +,Simple,605756.47,605756.47,True,True,True,True,True,True
114 * 797 - 422.45,114 * 797 - 422.45,- * 114 797 422.45,- * 114 797 422.45,114 797 * 422.45 -,114 797 * 422.45 -,Simple,90435.55,90435.55,True,True,True,True,True,True
( 153 - ( 112 / 150.28 * 812 * 620 / 778 ) ),( 153 - ( 112 / 150.28 * 812 * 620 / 778 ) ),- 153 / 112 * 150.28 * 812 / 620 778,- 153 / 112 * 150.28 * 812 / 620 778,153 112 150.28 / 812 * 620 * 778 / -,153 112 150.28 / 812 * 620 * 778 / -,Simple,-329.26,-329.26,True,True,True,True,True,True
( 62.58 / 421 * 204 ),( 62.58 / 421 * 204 ),/ 62.58 * 421 204,/ 62.58 * 421 204,62.58 421 / 204 *,62.58 421 / 204 *,Simple,30.32,30.32,True,True,True,True,True,True
618 ^ 2 - 467 ^ ( 383.80 / 359 ),618 ^ 2 - 467 ^ ( 383.80 / 359 ),- ^ 618 2 ^ 467 / 383.80 359,- ^ 618 2 ^ 467 / 383.80 359,618 2 ^ 467 383.80 359 / ^ -,618 2 ^ 467 383.80 359 / ^ -,Simple,381209.97,381209.97,True,True,True,True,True,True
( 569.2 * ( 300.34 + 983 / 724 ) ),( 569.2 * ( 300.34 + 983 / 724 ) ),* 569.2 + 300.34 / 983 724,* 569.2 + 300.34 / 983 724,569.2 300.34 983 724 / + *,569.2 300.34 983 724 / + *,Simple,171726.35,171726.35,True,True,True,True,True,True
( 584.55 * 97.57 * 712 ),( 584.55 ^ 97.57 * 712 ),* 584.55 * 97.57 712,* ^ 584.55 97.57 712,584.55 97.57 * 712 *,584.55 97.57 ^ 712 *,Simple,40608594.97,6.475448189294122e+272,False,False,False,False,False,False
866 - 794 - 51 - 707.51,866 - 794 - 51 + 707.51,- 866 - 794 - 51 707.51,- 866 - 794 + 51 707.51,866 794 - 51 - 707.51 -,866 794 - 51 - 707.51 +,Simple,-686.51,728.51,False,False,False,False,False,False
( 687 - 237 / 690 ),( 687 - 237 / 690 ),- 687 / 237 690,- 687 / 237 690,687 237 690 / -,687 237 690 / -,Simple,686.66,686.66,True,True,True,True,True,True
( 403 - 67.8 + 888 ^ 67.38 ),( 403 - 67.8 * 888 ^ 67.38 ),- 403 + 67.8 ^ 888 67.38,- 403 * 67.8 ^ 888 67.38,403 67.8 - 888 67.38 ^ +,403 67.8 888 67.38 ^ * -,Simple,4.613872979434779e+198,-3.1282058800567797e+200,False,False,False,False,False,False
( 218.38 * 688.80 * 923.46 + 691 * 761.38 ) - 673,( 218.38 * 688.80 * 923.46 + 691 * 761.38 ) - 673,- + * 218.38 * 688.80 923.46 * 691 761.38 673,- + * 218.38 * 688.80 923.46 * 691 761.38 673,218.38 688.80 * 923.46 * 691 761.38 * + 673 -,218.38 688.80 * 923.46 * 691 761.38 * + 673 -,Simple,139432426.76,139432426.76,True,True,True,True,True,True
( 176 ^ ( 624.95 / 354 ) ) * 640.1,( 176 ^ ( 624.95 / 354 ) ) * 640.1,* ^ 176 / 624.95 354 640.1,* ^ 176 / 624.95 354 640.1,176 624.95 354 / ^ 640.1 *,176 624.95 354 / ^ 640.1 *,Simple,5894754.76,5894754.76,True,True,True,True,True,True
( 42 ^ ( ( 305 / ( 464 - 897 ) ) ^ 231 ) ),( 42 ^ ( ( 305 / ( 464 - 897 ) ) ^ 231 ) ),^ 42 ^ / 305 - 464 897 231,^ 42 ^ / 305 - 464 897 231,42 305 464 897 - / 231 ^ ^,42 305 464 897 - / 231 ^ ^,Simple,1.0,1.0,True,True,True,True,True,True
( 38 * 269.70 ^ 54 / 352.69 ),( 38 * 269.70 ^ 54 / 352.69 ),* 38 / ^ 269.70 54 352.69,* 38 / ^ 269.70 54 352.69,38 269.70 54 ^ * 352.69 /,38 269.70 54 ^ * 352.69 /,Simple,1.9950857148082255e+130,1.9950857148082255e+130,True,True,True,True,True,True
( 364.14 - 346 - 364 ),( 364.14 - 346 - 364 ),- 364.14 - 346 364,- 364.14 - 346 364,364.14 346 - 364 -,364.14 346 - 364 -,Simple,-345.86,-345.86,True,True,True,True,True,True
794 + 792 / 577.40,794 + 792 - 577.40,+ 794 / 792 577.40,+ 794 - 792 577.40,794 792 577.40 / +,794 792 + 577.40 -,Simple,795.37,1008.6,False,False,False,False,False,False
229 * 375 / ( 560 * 413 * 672 ) * 450,229 * 375 / ( 560 * 413 * 672 ) * 450,* 229 / 375 * * 560 * 413 672 450,* 229 / 375 * * 560 * 413 672 450,229 375 * 560 413 * 672 * / 450 *,229 375 * 560 413 * 672 * / 450 *,Simple,0.25,0.25,True,True,True,True,True,True
372 - 47 - 351.4,372 - 47 - 351.4,- 372 - 47 351.4,- 372 - 47 351.4,372 47 - 351.4 -,372 47 - 351.4 -,Simple,-26.4,-26.4,True,True,True,True,True,True
428 * ( 327 / 977.65 + 609.70 ),428 * ( 327 / 977.65 - 609.70 ),* 428 + / 327 977.65 609.70,* 428 - / 327 977.65 609.70,428 327 977.65 / 609.70 + *,428 327 977.65 / 609.70 - *,Simple,261094.76,-260808.44,False,False,False,False,False,False
( ( 272 + 379 ) / 908.72 ),( ( 272 / 379 ) + 908.72 ),/ + 272 379 908.72,+ / 272 379 908.72,272 379 + 908.72 /,272 379 / 908.72 +,Simple,0.72,909.44,False,False,False,False,False,False
( 933 / 846 + 335.20 ),( 933 / 846 + 335.20 ),+ / 933 846 335.20,+ / 933 846 335.20,933 846 / 335.20 +,933 846 / 335.20 +,Simple,336.3,336.3,True,True,True,True,True,True
( 482 / 982 ) - 279.84 / 954,( 482 / 982 ) - 279.84 / 954,- / 482 982 / 279.84 954,- / 482 982 / 279.84 954,482 982 / 279.84 954 / -,482 982 / 279.84 954 / -,Simple,0.2,0.2,True,True,True,True,True,True
( ( 142 * 63 ) - ( 11 ^ 47 ) ),( ( 142 * 63 ) - ( 11 ^ 47 ) ),- * 142 63 ^ 11 47,- * 142 63 ^ 11 47,142 63 * 11 47 ^ -,142 63 * 11 47 ^ -,Simple,-8.819748525897469e+48,-8.819748525897469e+48,True,True,True,True,True,True
( 453.60 + 167.19 - 546 ) * ( 982 / 694.52 ),( 453.60 + 167.19 - 546 ) * ( 982 / 694.52 ),* + 453.60 - 167.19 546 / 982 694.52,* + 453.60 - 167.19 546 / 982 694.52,453.60 167.19 + 546 - 982 694.52 / *,453.60 167.19 + 546 - 982 694.52 / *,Simple,105.75,105.75,True,True,True,True,True,True
( 131 * ( 636 + 536 ) - 466.55 ),( 131 * ( 636 + 536 ) - 466.55 ),- * 131 + 636 536 466.55,- * 131 + 636 536 466.55,131 636 536 + * 466.55 -,131 636 536 + * 466.55 -,Simple,153065.45,153065.45,True,True,True,True,True,True
( 70 / 959 * 875.35 ),( 70 / 959 * 875.35 ),/ 70 * 959 875.35,/ 70 * 959 875.35,70 959 / 875.35 *,70 959 / 875.35 *,Simple,63.89,63.89,True,True,True,True,True,True
( 642 - ( ( 224 + 141 ^ ( 194 - 185 ) ) + 108 ) ),( 642 - ( ( 224 + 141 ^ ( 194 - 185 ) ) + 108 ) ),- 642 + + 224 ^ 141 - 194 185 108,- 642 + + 224 ^ 141 - 194 185 108,642 224 141 194 185 - ^ + 108 + -,642 224 141 194 185 - ^ + 108 + -,Simple,-2.202784510208176e+19,-2.202784510208176e+19,True,True,True,True,True,True
510 / ( ( 50.10 * 174 ) * 507 ),510 * ( ( 50.10 * 174 ) / 507 ),/ 510 * * 50.10 174 507,* 510 / * 50.10 174 507,510 50.10 174 * 507 * /,510 50.10 174 * 507 / *,Simple,0.0,8768.98,False,False,False,False,False,False
( 983.89 - 829 * ( 179 - 195 / 487 * 448 ) ),( 983.89 - 829 * ( 179 * 195 / 487 - 448 ) ),- 983.89 * 829 - 179 / 195 * 487 448,- 983.89 * 829 - * 179 / 195 487 448,983.89 829 179 195 487 / 448 * - * -,983.89 829 179 195 * 487 / 448 - * -,Simple,1302.21,312958.55,False,False,False,False,False,False
( ( 429 * 865 ) * 814 - 787 + 124.41 ),( ( 429 * 865 ) * 814 - 787 + 124.41 ),- * * 429 865 814 + 787 124.41,- * * 429 865 814 + 787 124.41,429 865 * 814 * 787 - 124.41 +,429 865 * 814 * 787 - 124.41 +,Simple,302062527.41,302062527.41,True,True,True,True,True,True
625.48 - 5 / 636,625.48 - 5 / 636,- 625.48 / 5 636,- 625.48 / 5 636,625.48 5 636 / -,625.48 5 636 / -,Simple,625.47,625.47,True,True,True,True,True,True
( 30.37 * 297 ) * ( 510 - 466 / 871 ),( 30.37 * 297 ) * ( 510 - 466 / 871 ),* * 30.37 297 - 510 / 466 871,* * 30.37 297 - 510 / 466 871,30.37 297 * 510 466 871 / - *,30.37 297 * 510 466 871 / - *,Simple,4595318.1,4595318.1,True,True,True,True,True,True
625 * ( 345 / 549.73 ),625 / ( 345 * 549.73 ),* 625 / 345 549.73,/ 625 * 345 549.73,625 345 549.73 / *,625 345 549.73 * /,Simple,392.24,0.0,False,False,False,False,False,False
257 / 318.36 + ( 733.35 + 317 * 778 ) * 717,257 / 318.36 + ( 733.35 + 317 * 778 ) * 717,+ / 257 318.36 * + 733.35 * 317 778 717,+ / 257 318.36 * + 733.35 * 317 778 717,257 318.36 / 733.35 317 778 * + 717 * +,257 318.36 / 733.35 317 778 * + 717 * +,Simple,177356654.76,177356654.76,True,True,True,True,True,True
49 + ( 749 * 222 ) + 310 - 40 * 742,49 + ( 749 * 222 ) + 310 - 40 * 742,+ 49 + * 749 222 - 310 * 40 742,+ 49 + * 749 222 - 310 * 40 742,49 749 222 * + 310 + 40 742 * -,49 749 222 * + 310 + 40 742 * -,Simple,136957.0,136957.0,True,True,True,True,True,True
179 + ( 579.89 / 982 ) / 563 / 794,179 + ( 579.89 / 982 ) / 563 / 794,+ 179 / / 579.89 982 / 563 794,+ 179 / / 579.89 982 / 563 794,179 579.89 982 / 563 / 794 / +,179 579.89 982 / 563 / 794 / +,Simple,179.0,179.0,True,True,True,True,True,True
( 845.25 + ( 776 / 590 ) ),( 845.25 + ( 776 / 590 ) ),+ 845.25 / 776 590,+ 845.25 / 776 590,845.25 776 590 / +,845.25 776 590 / +,Simple,846.57,846.57,True,True,True,True,True,True
404 + 48 ^ 52,404 + 48 / 52,+ 404 ^ 48 52,+ 404 / 48 52,404 48 52 ^ +,404 48 52 / +,Simple,2.6579349234869995e+87,404.92,False,False,False,False,False,False
712.86 - 241 + 112 + 395 * 143,712.86 + 241 + 112 - 395 * 143,- 712.86 + 241 + 112 * 395 143,+ 712.86 + 241 - 112 * 395 143,712.86 241 - 112 + 395 143 * +,712.86 241 + 112 + 395 143 * -,Simple,57068.86,-55419.14,False,False,False,False,False,False
( 689 * 659 / 773 ),( 689 * 659 / 773 ),* 689 / 659 773,* 689 / 659 773,689 659 * 773 /,689 659 * 773 /,Simple,587.39,587.39,True,True,True,True,True,True
( 214 - ( 663 - 778 * 164 ) ),( 214 - ( 663 * 778 * 164 ) ),- 214 - 663 * 778 164,- 214 * 663 * 778 164,214 663 778 164 * - -,214 663 778 * 164 * -,Simple,127143.0,-84593282.0,False,False,False,False,False,False
48.22 / 547.83 - ( ( 571 - 359.65 ) + 438 ),48.22 / 547.83 - ( ( 571 - 359.65 ) + 438 ),- / 48.22 547.83 + - 571 359.65 438,- / 48.22 547.83 + - 571 359.65 438,48.22 547.83 / 571 359.65 - 438 + -,48.22 547.83 / 571 359.65 - 438 + -,Simple,-649.26,-649.26,True,True,True,True,True,True
549.82 * 685 / ( 459 / 810 ) - 798 + 663.31,549.82 / 685 / ( 459 * 810 ) - 798 + 663.31,- * 549.82 / 685 / 459 810 + 798 663.31,- / 549.82 / 685 * 459 810 + 798 663.31,549.82 685 * 459 810 / / 798 - 663.31 +,549.82 685 / 459 810 * / 798 - 663.31 +,Simple,664500.66,-134.69,False,False,False,False,False,False
( 248 / 114.38 ) + 150.39 - 664,( 248 / 114.38 ) + 150.39 - 664,+ / 248 114.38 - 150.39 664,+ / 248 114.38 - 150.39 664,248 114.38 / 150.39 + 664 -,248 114.38 / 150.39 + 664 -,Simple,-511.44,-511.44,True,True,True,True,True,True
( ( 576.16 + 76 ) / 379 ),( ( 576.16 + 76 ) / 379 ),/ + 576.16 76 379,/ + 576.16 76 379,576.16 76 + 379 /,576.16 76 + 379 /,Simple,1.72,1.72,True,True,True,True,True,True
( 639 - 81 * 710 ) - 305.46,( 639 - 81 * 710 ) - 305.46,- - 639 * 81 710 305.46,- - 639 * 81 710 305.46,639 81 710 * - 305.46 -,639 81 710 * - 305.46 -,Simple,-57176.46,-57176.46,True,True,True,True,True,True
( 190 - 510 ) * 458,( 190 - 510 ) * 458,* - 190 510 458,* - 190 510 458,190 510 - 458 *,190 510 - 458 *,Simple,-146560.0,-146560.0,True,True,True,True,True,True
347 ^ 59.73 * 823 * 570,347 ^ 59.73 * 823 * 570,* ^ 347 59.73 * 823 570,* ^ 347 59.73 * 823 570,347 59.73 ^ 823 * 570 *,347 59.73 ^ 823 * 570 *,Simple,2.5418751778982693e+157,2.5418751778982693e+157,True,True,True,True,True,True
662 * ( ( 516.87 / 414 ) - 355.41 / ( 191 + 455.30 ) ),662 * ( ( 516.87 / 414 ) - 355.41 / ( 191 + 455.30 ) ),* 662 - / 516.87 414 / 355.41 + 191 455.30,* 662 - / 516.87 414 / 355.41 + 191 455.30,662 516.87 414 / 355.41 191 455.30 + / - *,662 516.87 414 / 355.41 191 455.30 + / - *,Simple,462.45,462.45,True,True,True,True,True,True
471 - 419.50 - 709 - 586 + 518,471 - 419.50 - 709 - 586 + 518,- 471 - 419.50 - 709 + 586 518,- 471 - 419.50 - 709 + 586 518,471 419.50 - 709 - 586 - 518 +,471 419.50 - 709 - 586 - 518 +,Simple,-725.5,-725.5,True,True,True,True,True,True
89 + ( 408 / 261 ),89 + ( 408 / 261 ),+ 89 / 408 261,+ 89 / 408 261,89 408 261 / +,89 408 261 / +,Simple,90.56,90.56,True,True,True,True,True,True
331.97 + 511 * 472,331.97 + 511 * 472,+ 331.97 * 511 472,+ 331.97 * 511 472,331.97 511 472 * +,331.97 511 472 * +,Simple,241523.97,241523.97,True,True,True,True,True,True
654.72 * 481.4 + ( 216.93 - 736 ) ^ 91 / 614.27,654.72 * 481.4 - ( 216.93 + 736 ) ^ 91 / 614.27,+ * 654.72 481.4 / ^ - 216.93 736 91 614.27,- * 654.72 481.4 / ^ + 216.93 736 91 614.27,654.72 481.4 * 216.93 736 - 91 ^ 614.27 / +,654.72 481.4 * 216.93 736 + 91 ^ 614.27 / -,Simple,-1.9824409373986346e+244,-2.023912134005262e+268,False,False,False,False,False,False
( 319 + ( 586.89 / ( ( 378.60 + 920 ) * 147 ) ) ),( 319 + ( 586.89 / ( ( 378.60 + 920 ) * 147 ) ) ),+ 319 / 586.89 * + 378.60 920 147,+ 319 / 586.89 * + 378.60 920 147,319 586.89 378.60 920 + 147 * / +,319 586.89 378.60 920 + 147 * / +,Simple,319.0,319.0,True,True,True,True,True,True
791 * 907.99 - 559,791 * 907.99 - 559,- * 791 907.99 559,- * 791 907.99 559,791 907.99 * 559 -,791 907.99 * 559 -,Simple,717661.09,717661.09,True,True,True,True,True,True
( 946 + 701 * 887 / 235 ),( 946 + 701 * 887 / 235 ),+ 946 * 701 / 887 235,+ 946 * 701 / 887 235,946 701 887 * 235 / +,946 701 887 * 235 / +,Simple,3591.9,3591.9,True,True,True,True,True,True
( 239 / 668 / 820 ),( 239 / 668 / 820 ),/ 239 / 668 820,/ 239 / 668 820,239 668 / 820 /,239 668 / 820 /,Simple,0.0,0.0,True,True,True,True,True,True
( 42 / 816 / 298 * 147.75 ),( 42 / 816 / 298 * 147.75 ),/ 42 / 816 * 298 147.75,/ 42 / 816 * 298 147.75,42 816 / 298 / 147.75 *,42 816 / 298 / 147.75 *,Simple,0.03,0.03,True,True,True,True,True,True
( ( 209 / 843 ) / 769 ^ ( 603 / 179 ) ),( ( 209 / 843 ) / 769 ^ ( 603 / 179 ) ),/ / 209 843 ^ 769 / 603 179,/ / 209 843 ^ 769 / 603 179,209 843 / 769 603 179 / ^ /,209 843 / 769 603 179 / ^ /,Simple,0.0,0.0,True,True,True,True,True,True
616 + ( 247.47 + 386 - 1 ),616 + ( 247.47 + 386 - 1 ),+ 616 + 247.47 - 386 1,+ 616 + 247.47 - 386 1,616 247.47 386 + 1 - +,616 247.47 386 + 1 - +,Simple,1248.47,1248.47,True,True,True,True,True,True
( 902 * ( 78 / 3 ) ),( 902 * ( 78 / 3 ) ),* 902 / 78 3,* 902 / 78 3,902 78 3 / *,902 78 3 / *,Simple,23452.0,23452.0,True,True,True,True,True,True
870 - ( 547.93 * 75.98 ) / 678,870 - ( 547.93 * 75.98 ) / 678,- 870 / * 547.93 75.98 678,- 870 / * 547.93 75.98 678,870 547.93 75.98 * 678 / -,870 547.93 75.98 * 678 / -,Simple,808.6,808.6,True,True,True,True,True,True
( ( ( 238.92 - 209 * 174.56 ) + 728 ) * 804.77 - 235 ),( ( ( 238.92 - 209 * 174.56 ) + 728 ) * 804.77 - 235 ),- * + - 238.92 * 209 174.56 728 804.77 235,- * + - 238.92 * 209 174.56 728 804.77 235,238.92 209 174.56 * - 728 + 804.77 * 235 -,238.92 209 174.56 * - 728 + 804.77 * 235 -,Simple,-28582542.89,-28582542.89,True,True,True,True,True,True
( 271 / 847.88 - 252.90 / 263 ),( 271 / 847.88 - 252.90 / 263 ),- / 271 847.88 / 252.90 263,- / 271 847.88 / 252.90 263,271 847.88 / 252.90 263 / -,271 847.88 / 252.90 263 / -,Simple,-0.64,-0.64,True,True,True,True,True,True
( 757.97 / 384.90 ) * 51.35,( 757.97 / 384.90 ) * 51.35,* / 757.97 384.90 51.35,* / 757.97 384.90 51.35,757.97 384.90 / 51.35 *,757.97 384.90 / 51.35 *,Simple,101.12,101.12,True,True,True,True,True,True
296 * 877 - 960 * ( 529.91 / 402.21 ),296 * 877 - 960 * ( 529.91 / 402.21 ),- * 296 877 * 960 / 529.91 402.21,- * 296 877 * 960 / 529.91 402.21,296 877 * 960 529.91 402.21 / * -,296 877 * 960 529.91 402.21 / * -,Simple,258327.2,258327.2,True,True,True,True,True,True
787.79 / ( 342 / 884 ) / 351.25,787.79 / ( 342 / 884 ) / 351.25,/ 787.79 / / 342 884 351.25,/ 787.79 / / 342 884 351.25,787.79 342 884 / / 351.25 /,787.79 342 884 / / 351.25 /,Simple,5.8,5.8,True,True,True,True,True,True
( 912 / 530 + 298 ),( 912 / 530 * 298 ),+ / 912 530 298,/ 912 * 530 298,912 530 / 298 +,912 530 / 298 *,Simple,299.72,512.78,False,False,False,False,False,False
( ( 708 * 558 ) + 577 ),( ( 708 * 558 ) + 577 ),+ * 708 558 577,+ * 708 558 577,708 558 * 577 +,708 558 * 577 +,Simple,395641.0,395641.0,True,True,True,True,True,True
( 798 - 15 - 912 + 935.13 - 286 ),( 798 - 15 - 912 + 935.13 - 286 ),- 798 - 15 + 912 - 935.13 286,- 798 - 15 + 912 - 935.13 286,798 15 - 912 - 935.13 + 286 -,798 15 - 912 - 935.13 + 286 -,Simple,520.13,520.13,True,True,True,True,True,True
306 + ( 379 / 473.6 + 214.2 - ( 163 / 409.65 ) ),306 + ( 379 / 473.6 + 214.2 - ( 163 / 409.65 ) ),+ 306 + / 379 473.6 - 214.2 / 163 409.65,+ 306 + / 379 473.6 - 214.2 / 163 409.65,306 379 473.6 / 214.2 + 163 409.65 / - +,306 379 473.6 / 214.2 + 163 409.65 / - +,Simple,520.6,520.6,True,True,True,True,True,True
( 204 + 367 * 654.68 ),( 204 / 367 * 654.68 ),+ 204 * 367 654.68,/ 204 * 367 654.68,204 367 654.68 * +,204 367 / 654.68 *,Simple,240471.56,363.91,False,False,False,False,False,False
( ( 320 / 152 ) - 898 - 155 / 858 ),( ( 320 - 152 ) / 898 - 155 / 858 ),- / 320 152 - 898 / 155 858,- / - 320 152 898 / 155 858,320 152 / 898 - 155 858 / -,320 152 - 898 / 155 858 / -,Simple,-896.08,0.01,False,False,False,False,False,False
919.16 / 842 - 117 - 939,919.16 / 842 - 117 - 939,- / 919.16 842 - 117 939,- / 919.16 842 - 117 939,919.16 842 / 117 - 939 -,919.16 842 / 117 - 939 -,Simple,-1054.91,-1054.91,True,True,True,True,True,True
( 270.49 - 318 * 799.56 ),( 270.49 * 318 * 799.56 ),- 270.49 * 318 799.56,* 270.49 * 318 799.56,270.49 318 799.56 * -,270.49 318 * 799.56 *,Simple,-253989.59,68774809.04,False,False,False,False,False,False
