SubTask,Balance,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
postfix_traversal,unbalanced,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,87.5
postfix_traversal,balanced,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,95.83
postfix_traversal,balanced,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,22.22
postfix_traversal,unbalanced,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,0
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,62.96
postfix_traversal,unbalanced,easy,OneShot,edge,openai,gpt-3.5-turbo,83.33
postfix_traversal,balanced,hard,FewShot,edge,openai,gpt-3.5-turbo,0
postfix_traversal,balanced,hard,OneShot,edge,openai,gpt-3.5-turbo,0
postfix_traversal,balanced,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,83.33
postfix_traversal,balanced,medium,OneShot,edge,openai,gpt-3.5-turbo,18.52
postfix_traversal,unbalanced,easy,FewShot,edge,openai,gpt-3.5-turbo,95.83
postfix_traversal,balanced,easy,FewShot,edge,openai,gpt-3.5-turbo,91.67
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,87.5
postfix_traversal,balanced,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,79.17
postfix_traversal,balanced,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,0
postfix_traversal,balanced,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,11.11
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,18.52
postfix_traversal,balanced,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,54.17
postfix_traversal,balanced,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,3.7
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,66.67
postfix_traversal,unbalanced,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,66.67
postfix_traversal,unbalanced,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,0
postfix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,62.5
postfix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,45.83
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,37.04
postfix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,0
postfix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,11.11
postfix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,11.11
postfix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,37.04
postfix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,37.04
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,54.17
postfix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,54.17
postfix_traversal,balanced,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,54.17
postfix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,22.22
postfix_traversal,balanced,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,41.67
postfix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,14.81
postfix_traversal,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,11.11
postfix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,45.83
postfix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,50
postfix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,29.17
postfix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,37.5
postfix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,33.33
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,37.5
postfix_traversal,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,70.83
postfix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,25
postfix_traversal,balanced,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,11.11
postfix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,14.81
postfix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,14.81
postfix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,54.17
postfix_traversal,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,50
postfix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,7.41
postfix_traversal,balanced,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,25
postfix_traversal,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,29.63
postfix_traversal,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,12.5
postfix_traversal,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,3.7
postfix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,29.17
postfix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,8.33
postfix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,7.41
postfix_traversal,balanced,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,3.7
postfix_traversal,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,29.17
postfix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,3.7
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,37.5
postfix_traversal,balanced,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,50
postfix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,11.11
postfix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,25
postfix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,41.67
postfix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,3.7
postfix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,25
postfix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,29.17
postfix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
postfix_traversal,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,29.17
postfix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,0
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,87.5
postfix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,5.56
postfix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,91.67
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,48.15
postfix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,91.67
postfix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,91.67
postfix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,40.74
postfix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,25.93
postfix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,0
postfix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,11.11
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,33.33
postfix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,14.81
postfix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,75
postfix_traversal,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,54.17
postfix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,37.04
postfix_traversal,balanced,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,75
postfix_traversal,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,79.17
postfix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,75
postfix_traversal,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,87.5
postfix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,3.7
postfix_traversal,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,79.17
postfix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,66.67
postfix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,3.7
postfix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,83.33
postfix_traversal,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,79.17
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,79.17
postfix_traversal,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,3.7
postfix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,22.22
postfix_traversal,balanced,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,75
postfix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,11.11
postfix_traversal,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,37.04
postfix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
postfix_traversal,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,33.33
postfix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,3.7
postfix_traversal,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,12.5
postfix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,4.17
postfix_traversal,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
postfix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,4.17
postfix_traversal,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,4.17
postfix_traversal,balanced,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,4.17
postfix_traversal,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
postfix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,4.17
postfix_traversal,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
postfix_traversal,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
prefix_traversal,balanced,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
prefix_traversal,balanced,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
prefix_traversal,balanced,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
prefix_traversal,unbalanced,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
prefix_traversal,balanced,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
prefix_traversal,balanced,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
prefix_traversal,unbalanced,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
prefix_traversal,unbalanced,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
prefix_traversal,balanced,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,0
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,33.33
prefix_traversal,unbalanced,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,70.83
prefix_traversal,unbalanced,hard,FewShot,edge,THUDM,glm-4-9b-chat,27.78
prefix_traversal,unbalanced,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,27.78
prefix_traversal,balanced,medium,FewShot,edge,THUDM,glm-4-9b-chat,62.96
prefix_traversal,balanced,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,0
prefix_traversal,unbalanced,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,55.56
prefix_traversal,balanced,easy,OneShot,edge,THUDM,glm-4-9b-chat,70.83
prefix_traversal,unbalanced,easy,FewShot,edge,THUDM,glm-4-9b-chat,79.17
prefix_traversal,balanced,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,48.15
prefix_traversal,unbalanced,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,62.5
prefix_traversal,unbalanced,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,81.48
prefix_traversal,unbalanced,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,81.48
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,91.67
prefix_traversal,balanced,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,87.5
prefix_traversal,balanced,hard,OneShot,edge,THUDM,glm-4-9b-chat,0
prefix_traversal,unbalanced,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,79.17
prefix_traversal,unbalanced,medium,OneShot,edge,THUDM,glm-4-9b-chat,55.56
prefix_traversal,balanced,easy,FewShot,edge,THUDM,glm-4-9b-chat,79.17
prefix_traversal,balanced,hard,FewShot,edge,THUDM,glm-4-9b-chat,0
prefix_traversal,unbalanced,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,33.33
prefix_traversal,balanced,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,0
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,81.48
prefix_traversal,balanced,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,66.67
prefix_traversal,balanced,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,50
prefix_traversal,unbalanced,easy,OneShot,edge,THUDM,glm-4-9b-chat,41.67
prefix_traversal,unbalanced,medium,FewShot,edge,THUDM,glm-4-9b-chat,74.07
prefix_traversal,balanced,medium,OneShot,edge,THUDM,glm-4-9b-chat,44.44
prefix_traversal,unbalanced,hard,OneShot,edge,THUDM,glm-4-9b-chat,16.67
prefix_traversal,balanced,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,0
prefix_traversal,balanced,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,62.96
prefix_traversal,balanced,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,66.67
prefix_traversal,balanced,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,75
prefix_traversal,unbalanced,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,5.56
prefix_traversal,balanced,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,66.67
prefix_traversal,balanced,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,83.33
prefix_traversal,unbalanced,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,91.67
prefix_traversal,unbalanced,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,66.67
prefix_traversal,unbalanced,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,95.83
prefix_traversal,unbalanced,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,5.56
prefix_traversal,balanced,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,0
prefix_traversal,unbalanced,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,37.04
prefix_traversal,balanced,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,91.67
prefix_traversal,balanced,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,44.44
prefix_traversal,balanced,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,11.11
prefix_traversal,balanced,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,0
prefix_traversal,unbalanced,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,0
