SubTask,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
root,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,97.22
root,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,98.61
root,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,97.22
root,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,66.67
root,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,100
root,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,94.44
root,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,94.44
root,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,90.91
root,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,87.5
root,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,91.67
root,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,93.94
root,hard,OneShot,edge,openai,gpt-3.5-turbo,100
root,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,100
root,easy,OneShot,edge,openai,gpt-3.5-turbo,100
root,hard,ZeroShot,edge,openai,gpt-3.5-turbo,93.06
root,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,100
root,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,100
root,medium,FewShot,edge,openai,gpt-3.5-turbo,100
root,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,100
root,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,100
root,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,100
root,medium,OneShot,edge,openai,gpt-3.5-turbo,100
root,easy,FewShot,edge,openai,gpt-3.5-turbo,100
root,easy,ZeroShot,edge,openai,gpt-3.5-turbo,75.76
root,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,100
root,hard,FewShot,edge,openai,gpt-3.5-turbo,100
root,medium,ZeroShot,edge,openai,gpt-3.5-turbo,87.5
root,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,100
root,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,100
root,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,63.64
root,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,87.5
root,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,79.17
root,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,90.91
root,hard,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,91.67
root,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,81.94
root,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,100
root,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,100
root,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,100
root,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,100
root,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,100
root,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,100
root,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,90.28
root,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,76.39
root,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,87.5
root,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,100
root,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,88.89
root,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,61.11
root,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,59.72
root,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,70.83
root,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,81.94
root,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,100
root,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,88.89
root,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,87.88
root,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,72.73
root,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,63.89
root,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,97.22
root,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,84.85
root,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,90.28
root,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,84.85
root,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,48.61
root,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,100
root,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,52.78
root,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,91.67
root,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,78.79
root,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,65.28
root,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,76.39
root,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,56.94
root,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,68.06
root,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,44.44
root,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,78.79
root,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,73.61
root,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,48.48
root,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,55.56
root,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,83.33
root,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,43.06
root,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,75.76
root,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,54.55
root,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,100
root,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,100
root,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,100
root,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,100
root,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,100
root,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,100
root,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,96.97
root,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
root,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,94.44
root,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,93.06
root,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,78.79
root,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
root,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,88.89
root,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
root,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,91.67
root,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,87.5
root,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
root,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,100
root,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,100
root,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,100
root,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
root,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,97.22
root,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,100
root,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
root,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,34.72
root,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,29.17
root,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.5
root,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,27.27
root,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
root,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,29.17
root,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,27.78
root,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,24.24
root,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
root,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,36.36
root,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,22.22
root,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,39.39
root,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
root,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,30.3
root,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,13.89
root,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,20.83
root,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,16.67
root,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,16.67
root,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,23.61
root,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
root,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
root,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,27.27
add_node,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
add_node,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
add_node,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
add_node,hard,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
add_node,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
add_node,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
add_node,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,9.72
add_node,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,33.33
add_node,easy,OneShot,edge,THUDM,glm-4-9b-chat,60.61
add_node,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,45.83
add_node,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,57.58
add_node,medium,OneShot,edge,THUDM,glm-4-9b-chat,61.11
add_node,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,9.09
add_node,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,12.5
add_node,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,6.94
add_node,hard,FewShot,edge,THUDM,glm-4-9b-chat,40.28
add_node,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,25
add_node,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,43.06
add_node,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,60.61
add_node,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,33.33
add_node,easy,FewShot,edge,THUDM,glm-4-9b-chat,72.73
add_node,hard,OneShot,edge,THUDM,glm-4-9b-chat,40.28
add_node,medium,FewShot,edge,THUDM,glm-4-9b-chat,61.11
add_node,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,15.28
add_node,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,4.17
add_node,medium,FewShot,edge,01-ai,Yi-1.5-9B-Chat,91.67
add_node,hard,OneShot,edge,01-ai,Yi-1.5-9B-Chat,62.5
add_node,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,6.06
add_node,easy,OneShot,hierarchy,01-ai,Yi-1.5-9B-Chat,6.06
add_node,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,2.78
add_node,medium,OneShot,edge,01-ai,Yi-1.5-9B-Chat,76.39
add_node,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,15.15
add_node,medium,FewShot,hierarchy,01-ai,Yi-1.5-9B-Chat,6.94
add_node,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,22.22
add_node,easy,FewShot,hierarchy,01-ai,Yi-1.5-9B-Chat,9.09
add_node,medium,OneShot,hierarchy,01-ai,Yi-1.5-9B-Chat,4.17
add_node,easy,FewShot,edge,01-ai,Yi-1.5-9B-Chat,93.94
add_node,hard,OneShot,hierarchy,01-ai,Yi-1.5-9B-Chat,1.39
add_node,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,23.61
add_node,easy,OneShot,edge,01-ai,Yi-1.5-9B-Chat,90.91
add_node,hard,FewShot,edge,01-ai,Yi-1.5-9B-Chat,66.67
add_node,hard,FewShot,hierarchy,01-ai,Yi-1.5-9B-Chat,2.78
add_node,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,6.06
add_node,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,9.72
add_node,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,4.17
add_node,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,12.12
add_node,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,2.78
add_node,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,2.78
add_node,easy,FewShot,hierarchy,openai,gpt-4-turbo,81.82
add_node,hard,OneShot,hierarchy,openai,gpt-4-turbo,87.5
add_node,medium,ZeroShot,edge,openai,gpt-4-turbo,38.89
add_node,medium,OneShot,hierarchy,openai,gpt-4-turbo,95.83
add_node,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,69.44
add_node,easy,OneShot,edge,openai,gpt-4-turbo,100
add_node,hard,ZeroShot,edge,openai,gpt-4-turbo,66.67
add_node,easy,ZeroShot,edge,openai,gpt-4-turbo,51.52
add_node,hard,OneShot,edge,openai,gpt-4-turbo,98.61
add_node,medium,FewShot,edge,openai,gpt-4-turbo,100
add_node,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,100
add_node,easy,OneShot,hierarchy,openai,gpt-4-turbo,100
add_node,medium,FewShot,hierarchy,openai,gpt-4-turbo,86.11
add_node,easy,FewShot,edge,openai,gpt-4-turbo,100
add_node,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,90.28
add_node,hard,FewShot,edge,openai,gpt-4-turbo,98.61
add_node,hard,FewShot,hierarchy,openai,gpt-4-turbo,80.56
add_node,medium,OneShot,edge,openai,gpt-4-turbo,98.61
add_node,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,51.39
add_node,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,59.72
add_node,medium,ZeroShot,edge,deepseek,deepseek-v3,59.72
add_node,easy,ZeroShot,edge,deepseek,deepseek-v3,30.3
add_node,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,60.61
add_node,hard,ZeroShot,edge,deepseek,deepseek-v3,54.17
add_node,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,1.39
add_node,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,12.5
add_node,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,6.94
add_node,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.94
add_node,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,6.06
add_node,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,3.03
add_node,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,1.39
add_node,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
add_node,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,2.78
add_node,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,1.39
add_node,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
add_node,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,6.06
add_node,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,1.39
add_node,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,11.11
add_node,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,5.56
add_node,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,12.12
add_node,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.06
add_node,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,8.33
add_node,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,69.7
add_node,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,41.67
add_node,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,62.5
add_node,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,27.27
add_node,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,18.06
add_node,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,54.17
add_node,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,21.21
add_node,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,6.06
add_node,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,27.27
add_node,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
add_node,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.94
add_node,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,9.09
add_node,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
add_node,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,15.28
add_node,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,15.28
add_node,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,9.09
add_node,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
add_node,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
add_node,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,26.39
add_node,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,41.67
add_node,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
add_node,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
add_node,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,18.18
add_node,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,54.17
add_node,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,47.22
add_node,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,77.78
add_node,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,69.44
add_node,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,65.28
add_node,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,81.82
add_node,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,39.39
add_node,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,8.33
add_node,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,9.72
add_node,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,9.72
add_node,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,0
add_node,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,0
add_node,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,8.33
add_node,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,54.17
add_node,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,1.39
add_node,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,38.89
add_node,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,20.83
add_node,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,39.39
add_node,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,37.5
add_node,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,66.67
add_node,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,12.12
add_node,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,9.72
add_node,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,8.33
add_node,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,9.09
add_node,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,18.18
add_node,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,3.03
add_node,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,12.12
add_node,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,12.12
add_node,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,8.33
add_node,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,3.03
add_node,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,5.56
add_node,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,0
add_node,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,1.39
add_node,easy,OneShot,edge,openai,gpt-3.5-turbo,78.79
add_node,hard,FewShot,edge,openai,gpt-3.5-turbo,58.33
add_node,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,0
add_node,easy,FewShot,edge,openai,gpt-3.5-turbo,78.79
add_node,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,2.78
add_node,hard,ZeroShot,edge,openai,gpt-3.5-turbo,1.39
add_node,hard,OneShot,edge,openai,gpt-3.5-turbo,47.22
add_node,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,2.78
add_node,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,0
add_node,medium,OneShot,edge,openai,gpt-3.5-turbo,68.06
add_node,easy,ZeroShot,edge,openai,gpt-3.5-turbo,3.03
add_node,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,2.78
add_node,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,1.39
add_node,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,9.09
add_node,medium,ZeroShot,edge,openai,gpt-3.5-turbo,4.17
add_node,medium,FewShot,edge,openai,gpt-3.5-turbo,61.11
add_node,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,0
add_node,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,0
add_node,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,8.33
add_node,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,15.15
add_node,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,5.56
add_node,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,5.56
add_node,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,21.21
add_node,hard,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,1.39
add_node,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,75.76
add_node,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,96.97
add_node,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,88.89
add_node,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,88.89
add_node,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,84.72
add_node,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,84.72
add_node,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,24.24
add_node,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,60.61
add_node,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,36.11
add_node,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,25
add_node,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,27.78
add_node,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,6.06
add_node,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,12.5
add_node,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,2.78
add_node,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,36.36
add_node,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,47.22
add_node,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,18.18
add_node,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,4.17
add_node,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,25
add_node,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,34.72
add_node,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,27.78
add_node,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,37.5
add_node,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,51.52
add_node,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,61.11
add_node,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,54.17
add_node,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,9.09
add_node,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,0
add_node,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,23.61
add_node,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,2.78
add_node,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,9.09
add_node,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,66.67
add_node,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,4.17
add_node,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,36.36
add_node,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,37.5
add_node,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,27.78
add_node,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,1.39
add_node,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,4.17
add_node,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,5.56
add_node,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,1.39
add_node,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,0
add_node,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,2.78
add_node,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,6.06
add_node,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,9.72
add_node,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,4.17
add_node,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,18.18
add_node,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,8.33
add_node,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,11.11
add_node,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,18.18
add_node,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,1.39
add_node,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,58.33
add_node,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,80.56
add_node,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,56.94
